_NAME_;_MODEL_;_SKU_
Папка-скоросшиватель, 320-380 г, немелованая, 200 штук в упаковке;14-2510;14-2510
Разделитель листов по месяцам, 12 листов, А4, пластик, серый, 25 штук в упаковке;14-2516;14-2516
Разделитель листов цифровой, А4, пластик, серый, 12 штук в упаковке;14-2520;14-2520
Разделитель листов 1-31 цифровой, пластик;14-2521;14-2521
Разделитель листов алфавитный А-Я, А4, 20 листов, пластик;14-2525;14-2525
Сшиватель металлопластиковый разъемный (до 800 листов), 10 штук в упаковке;14-2532;14-2532
Степлер №24/6, 26/6 Maped Start, до 25 листов, металлический корпус;14-2547;14-2547
Тетрадь А4, 80 листов, гребень, 55 г/м, ВД-лак, Тетрапром;14-2548;14-2548
Степлер №10 Maped, до 15 листов, пластиковый корпус, чёрный, с антистеплером, Green logic;14-2549;14-2549
Блок для записей самоклеющийся, 75х75 мм, 100 листов, розовый;14-2567;14-2567
Папка на 2 кольцах, А4, 0,5 мм, ассорти, 30 штук;14-2576;14-2576
Ручка шариковая Pilot BPS-GP-F, черная, манжетка, 0,32 мм;14-2577;14-2577
Блок самоклеящийся 76x76 мм, розовый, 100 листов, Post-it Basic;14-2596;14-2596
Блок самоклеящийся Post-it Basic 76x76 мм, канареечно-желтый, 100 листов;14-2597;14-2597
Лоток вертикальный СТАММ Респект, 70 мм, чёрный;14-2600;14-2600
Блок самоклеящийся 76х76 мм, голубой, 100 листов, Post-it Basic;14-2650;14-2650
Липкий блок Post-it Optima 654-ONY, 76х76 мм, 100 л, лето, желтый неон;14-2651;14-2651
Блок самоклеящийся 51х51 мм, 3 неоновых цвета Лето, 400 листов, Post-it Optima;14-2658;14-2658
Папка-уголок Berlingo А4 180мкм, прозрачная желтая;14-2698;14-2698
Папка-уголок Berlingo А4 180мкм, прозрачная зеленая;14-2699;14-2699
Планшет с зажимом Bantex, А4, ПВХ, 52 шт. в коробке;14-2703;14-2703
Корректирующий карандаш BiC, 7 мл, металлический наконечник;14-2726;14-2726
Подушка штемпельная настольная Colop MICRO 2 синяя 70х110 мм;14-2727;14-2727
Блок самоклеящийся 76х76 мм, желтый неон, 90 листов, Post-it Super Sticky;14-2740;14-2740
Блок самоклеящийся Post-it 51х51 мм, 3 неоновых цвета Осень, 400 листов;14-2742;14-2742
Информационный навесной лоток для стойки, А4;14-2747;14-2747
Пaпка-конверт на кнопке, А4, 150 мкм, цвет ассорти;14-2753;14-2753
"Конверт С5 (162х229 мм), ""Куда-Кому"", отрывная полоса, серая запечатка";14-2757;14-2757
"Конверт  С6 (114х162 мм), ""Куда-Кому"", серая запечатка, в упаковке 1000 штук";14-2759;14-2759
Скобы №10, 1000 штук в упаковке;14-2766;14-2766
Скобы №23/13, 1000 штук в упаковке;14-2767;14-2767
Ножницы 162 мм, цвет ручек янтарный, 12 штук;14-2768;14-2768
Бирка для ключей пластиковая ассорти;14-2769;14-2769
Ручка гелевая черная, 0,3 мм;14-2770;14-2770
Клейкая лента канцелярская 18 мм х 33 м, прозрачная;14-2771;14-2771
Блок самоклеящийся 76х76 мм, розовый неон, 90 листов, Post-it Super Sticky;14-2779;14-2779
Закладки пластиковые с клеевым краем Стрелки 12х44 мм, 8 блоков по 25 листов, 20 упаковок;14-2854;14-2854
Бумага А4 Ballet Brilliant, 80 г/м, 500 листов в пачке *5;14-2858;14-2858
Бумага А4 HP Home&Office, 80 г/кв.м, 500 листов в пачке;14-2859;14-2859
Бумага А3 Ballet Universal, 80 г/м, 500 листов в пачке;14-2861;14-2861
Визитница карманная Durable алюминиевая 90х55 мм на 20 визиток;14-2870;14-2870
Блок самоклеящийся 76х76 мм, неоновый в ассортименте, 100 листов;14-2871;14-2871
Бейдж Durable 90х60 мм горизонтальный с рулеткой;14-2873;14-2873
Ручка шариковая автоматическая XR-30, синяя, толщина линии 0,35 мм, диаметр 0,7 мм, 12 штук;14-2890;14-2890
Ручка шариковая автоматическая ErichKrause Megapolis Concept, синяя, манжетка, 0,35 мм;14-2891;14-2891
Ручка шариковая автоматическая ErichKrause Megapolis Concept, черная, манжетка, 0,35 мм;14-2892;14-2892
Ручка гелевая ErichKrause Megapolis Gel, синяя, 0,5 мм;14-2898;14-2898
Ручка гелевая, ErichKrause Megapolis Gel, черная, 0,5 мм;14-2900;14-2900
Бумага копировальная А4, фиолетовая, 50 листов в пачке;14-2905;14-2905
Карман настенный вертикальный А4 21х29,7см акрил;14-2907;14-2907
Коврик на стол Durable, 520х650 мм, чёрный, с прозрачным листом и календарем;14-2914;14-2914
Шило канцелярское малое, черное, диаметр 2 мм;14-2926;14-2926
Батарейки GP D/LR20 2 штуки в упаковке;14-3003;14-3003
Батарейки GP LR14  2 штуки в блистере;14-3008;14-3008
Батарейка Duracell 6LR61/ Крона 9V, 1 шт. в упаковке (блистере), 10 упаковок в коробке;14-3031;14-3031
Подушка штемпельная сменная E/R2040 синяя для R2040, R3040, R3040 DATER;14-3073;14-3073
Ручка гелевая Pilot BLGP-G1-5, зеленая, с резиновой манжетой;14-3118;14-3118
Ручка гелевая Pilot BLGP-G1-5, красная, с резиновой манжетой;14-3119;14-3119
Ручка гелевая Pilot BLGP-G1-5, синяя с резиновой манжетой;14-3120;14-3120
Ручка шариковая Corvina зеленая 0,7 мм;14-3138;14-3138
Ручка шариковая Corvina, красная, 0,7 мм, прозрачный корпус;14-3139;14-3139
Ручка шариковая Corvina, черная, 0,7 мм;14-3141;14-3141
Клейкие закладки бумажные, 20х50 мм, 4 неоновых цвета по 40 листов;14-3144;14-3144
